"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"625","Wdr3",508.063613966556,-1.22375308416165,0.519446320393644,-2.35587978221555,0.0184788968993977,0.506107208683737
"626","Ngf",73.5754398452766,-2.24928023603509,1.13024944318901,-1.99007418193343,0.046582764384626,0.677004204814512
"627","Bcl2l15",177.613031097935,4.36118863701406,1.93089703034829,2.25863345816395,0.0239061947801905,0.545935078122954
"628","Mov10",44.6315909370529,2.730501333172,1.23189573835483,2.21650359535988,0.026657031923459,0.569016560599503
"629","Ddx20",242.136030530494,-1.71928134180617,0.604339212086658,-2.84489456818439,0.00444261252405758,0.315592003438636
"630","Chil3",555.874182599792,17.6958148706051,4.38125172166863,4.03898611510628,5.36827424849212e-05,0.0266145183629275
"631","Chil4",7743.88747943151,24.6465278043314,4.11872955129762,5.98401218078677,2.17707022482886e-09,1.67296961426974e-05
"632","2010016I18Rik",233.138254991123,2.71122677294271,1.01900255973359,2.66066728394826,0.00779859771415486,0.382551106904912
"633","Wdr47",641.510731879207,-1.92618633467393,0.920473000261717,-2.09260492608285,0.0363844364693153,0.63834749326131
"634","Col11a1",5.97073112633787,10.1785883491078,4.68655370458939,2.1718706304678,0.0298654223083054,0.594561755772469
"635","Trmt13",46.9660192529659,-2.8636600751026,1.31373331030336,-2.17978797724277,0.0292731815453904,0.591782097872531
"636","Palmd",1933.40592155508,-1.70440909425781,0.827953526554338,-2.05858063235865,0.0395344296786021,0.656563342799924
"637","Snx7",337.473445951972,-1.00932952412236,0.51229472657279,-1.97021259788225,0.0488140103338946,0.686044955163005
"638","Prss12",344.092564512196,2.38306720179272,0.964352783166206,2.47115707383405,0.0134676649891944,0.455656250240552
"639","Slc9b2",10.5437525897252,3.50895025655228,1.75926392023913,1.99455591408668,0.0460913359125296,0.674824260498972
"640","Adh7",148.377829961772,-3.03779766130546,1.39063512398867,-2.18446780819999,0.0289278902905106,0.588206667846551
"641","Pkn2",829.29352550645,-1.13889459828765,0.524811276976789,-2.17010313659479,0.0299990336349458,0.595277850895705
"642","Odf2l",255.043913552049,-2.09890504554427,0.892723400955589,-2.35112582833335,0.0187167033574484,0.507331594180996
"643","Col24a1",6.51620096930789,12.4296559996663,4.94932572562895,2.51138370936109,0.012025890122931,0.444046272947232
"644","Ddah1",26.2977277834784,7.54419118803676,3.36680599716416,2.24075613337721,0.0250418758441476,0.556226528862308
"645","Lpar3",123.041040331444,2.07614231193798,1.00088678611553,2.07430284897211,0.0380511933971732,0.649732506965247
"646","Uox",47.6026624106373,-4.89633542465407,1.6945611906745,-2.88944149765707,0.00385926809929997,0.310539745644718
"647","Ifi44",131.046845562782,14.7006208670033,4.4016439834697,3.33980233799264,0.000838380382992602,0.15713497690504
"648","Nexn",236.050596153793,-7.80340760278216,3.26009912221435,-2.39361053460297,0.0166834535218423,0.481095857018029
"649","Cth",72.1814279738788,2.72030356760613,0.79463708295423,3.42332824123036,0.000618593308950125,0.137784935728326
"650","Lyn",83.3079345596807,2.83757575308253,1.17555033336814,2.41382752617017,0.015785932878927,0.471516185223355
"651","Plag1",10.5874752806369,-4.37892582785427,1.76383217566013,-2.4826204489752,0.0130419967521511,0.455656250240552
"652","Impad1",998.521889857569,-1.64401680527824,0.79358184865232,-2.07164113956254,0.0382989203162511,0.652155424758033
"653","Dpy19l4",138.733995250411,-2.55458877987074,1.09407313016986,-2.33493420999576,0.019546857881176,0.517627376272491
"654","Pdp1",227.749937760337,-2.55722185446564,0.806727787447022,-3.16986955731157,0.00152507385286099,0.219054766772154
"655","Rbm12b2",331.790703834244,-1.62866810901241,0.701219201467407,-2.32262337597741,0.0201993938183166,0.517627376272491
"656","Cpne3",771.167152465196,-1.84853925937372,0.709498579342924,-2.60541643520368,0.0091762654518187,0.396949291132963
"657","Ndufaf4",365.63396109612,-1.43782827881362,0.659995611194049,-2.17854218183713,0.029365695375937,0.591782097872531
"658","Ufl1",389.275125822071,-1.13198162036009,0.529866658405977,-2.13635185834392,0.0326507449013108,0.615897607314101
"659","Mdn1",651.133044442306,-2.70621143748186,1.02937257735635,-2.62899119037345,0.00856385794232708,0.39029029088379
"660","Pm20d2",182.022069882852,-1.74890189548131,0.83237303766703,-2.10110349127012,0.0356318825029689,0.635292302391942
"661","Ddx58",182.179915319006,2.50970479561756,0.868294080809946,2.8903857012091,0.00384769422451546,0.310539745644718
"662","Aqp7",18.6174682905158,8.73779908003968,2.44864461925773,3.56842271488478,0.000359136755095403,0.0951650480872629
"663","AI464131",84.466554936225,4.44195683189768,1.96134289038745,2.26475281485339,0.0235278524579228,0.542128282497474
"664","Cntfr",57.6455136057883,5.44983245852861,1.59124465238651,3.42488658193137,0.000615056125303525,0.137784935728326
"665","Galt",241.564672929242,1.74258402580685,0.802098671444491,2.17253074695742,0.0298156530685441,0.594340819728217
"666","Il11ra1",760.480485058104,3.23613361150346,1.18489669095893,2.73115254367406,0.00631132515711129,0.360641852340847
"667","Ccl27a",1597.08924335082,2.98292110917722,1.35246182533183,2.20554920908421,0.0274155786817325,0.575879862293731
"668","Fam205a2",136.719767799652,3.30442036967331,1.35370663096349,2.44101660883601,0.0146459811658198,0.463176402540827
"669","Ccl19",45.8515351822383,4.82024528479138,1.6605951532498,2.9027215184617,0.00369935430743745,0.310539745644718
"670","Fam205a1",26.6366723384921,3.94485674412482,1.38013181166785,2.85831882924108,0.00425892231544866,0.315592003438636
"671","Rmrp",33.621929122713,4.23903069671199,1.71695508581563,2.46892346324731,0.0135520200576828,0.455656250240552
"672","Npr2",64.5570651526986,3.94169654893734,1.62355902833631,2.42781228162457,0.0151902032812845,0.463176402540827
"673","Reck",20.6622257042819,7.29005344653708,2.63206995810044,2.76970352710469,0.00561073377865326,0.338050615452408
"674","Svep1",203.374282978065,4.40006853076695,1.8707406679016,2.35204622760593,0.0186704544448818,0.507331594180996
"675","Ptgr1",2713.22698018983,-5.47548705813294,1.47564525401556,-3.71057138782708,0.000206791970305501,0.0706263509250053
"676","Gm12596",6.7945877273447,6.23107229588296,2.51398012601925,2.47856863759282,0.0131910728416579,0.455656250240552
"677","Trim32",44.3549826239579,2.68528503578057,1.30386675766797,2.05947810233566,0.0394484606192731,0.656563342799924
"678","Rasef",4.65747675918911,-7.16685470393974,3.41789718268135,-2.0968608243263,0.0360058973516474,0.637528382946394
"679","Tyrp1",18.4965664100955,5.77193969145461,2.68526734756706,2.14948418327291,0.0315960385591106,0.607323587889911
"680","Gm12603",30.0840204369661,-8.16211479087484,4.06521503325716,-2.00779410783964,0.0446651752345564,0.667208921689549
"681","Cdkn2a",190.40389503304,8.79023864845002,2.20801709768096,3.98105551704388,6.86099208706275e-05,0.0328261182791458
"682","Jun",1850.35027847911,1.53437032705602,0.754447096142024,2.03376795391254,0.0419749970113545,0.659167543783543
